date,Dakar_yoff,Diourbel,Fatick,Kaffirine,Kaolak,Kedougou,Kolda,Louga,Matam,Stlouis,Tamba,Thies,Sediou,Ziguinchor
31/10/2011,0,22.982677,17.87164,28.345825,25.324959,32.300407,41.67464,9.450546,8.007252,7.744425,27.739223,11.5285,94.17784,76.19579
30/11/2011,0,0.6202614,1.0946516,0.9504196,1.5788256,2.6840885,0.08667792,0.28926536,0.90602577,0.7983552,0.43782148,0.826726,1.5591396,2.0274405
31/12/2011,0,0.7927155,0.9150609,1.2022134,0.9751116,0.000751063,0.32653415,0.2424838,0.7225915,0.81902194,0.09690532,0.95147526,0.78650826,0.3436889
31/01/2012,2,0.6489722,0.50988245,0.6138717,0.31622505,0.005673375,0.01262498,0.9011319,0.10655533,0.98121446,0.047625404,0.69791096,0.059374984,0.016735133
29/02/2012,0,0.18512687,0.13390946,0.08241407,0.081816465,0.11281976,0.5832306,0.6494594,1.3968902,1.2857873,0.3013357,0.26918343,0.39977974,0.21211065
31/03/2012,0,0,0,0.001626791,0,0,0,0,0.008296832,0,0.0194977,0.004639656,0.3594921,0.03258691
30/04/2012,1,0.011656837,0.000785039,0.025572633,0,0.36713648,0.1420365,0.006179015,0.20222501,0.005812111,0,0.06669217,0,0.016159238
31/05/2012,50,0,0,0,0,56.623856,37.37076,0,0.848487,0,39.435192,0,6.523089,1.4110308
30/06/2012,239,18.794537,24.982124,45.42553,34.912098,129.97214,114.517204,6.920368,47.72155,0.63719046,121.205864,9.058872,131.36018,94.84998
31/07/2012,176,143.13559,168.81465,171.76663,174.54742,287.43637,193.50067,116.64963,75.01691,89.92365,138.4027,117.55292,241.86241,346.61923
31/08/2012,2,225.19736,261.7315,194.72292,245.67268,349.962,223.08275,118.68607,305.79575,77.37924,236.31638,255.41852,314.5079,495.64188
30/09/2012,0,244.41096,206.1291,169.0394,193.10878,343.8439,299.7538,216.0519,110.8189,168.03119,289.29092,198.73457,328.2421,408.5876
31/10/2012,0,42.569885,32.106335,36.920547,43.021538,92.7402,62.10783,22.659683,15.434162,9.846656,39.10404,11.964407,75.500946,87.92725
30/11/2012,0,0.2442146,3.54E-05,0.6792707,0.8238852,4.0100904,2.2827682,0.08119088,0.58091366,0.3678431,1.2620775,0.033153556,4.8091035,2.8530443
31/12/2012,0,0.7907902,0.9180981,1.3033644,0.9880361,0.22798458,0.86038816,0.26062027,0.7851831,0.829094,0.2126891,1.0125746,0.98664635,0.58512473
31/01/2013,0,1.072979,1.0195615,1.0511444,0.91935277,0.008420587,0.04872646,0.9759809,0.15893051,0.9236678,0.05145768,1.0028218,0.09267019,0.12274716
28/02/2013,0,0.018106118,0.106322736,0.04369053,0.027686564,0.005431224,0.031490203,0.3343596,0.7138842,0.10695073,0.14934094,0.05709451,0.11298889,0.100860074
31/03/2013,0,0.002217219,0.001584509,0.000239639,0.002912878,0,0,0.006932121,0.009376025,0.023165712,0.001344552,0.000579421,0,0.0807684
30/04/2013,13,0.000823665,3.82E-05,0,0,0.001166537,0,0,0.061619364,0,0,0.004907857,0.27786288,0.059537854
31/05/2013,21,0,0.29933998,1.1604052,0.9239169,27.72231,16.996132,0.35179055,0.064164706,0,17.956123,0,9.2135935,4.737202
30/06/2013,262,13.40193,16.12944,27.743025,24.224115,149.74907,75.83158,5.6979628,11.634163,0,69.76309,9.309858,46.683067,40.783123
31/07/2013,159,73.80282,72.8482,85.026276,77.26005,225.4443,132.72112,62.46996,67.52751,50.479694,112.17943,55.086433,192.27565,316.6748
31/08/2013,23,216.97772,253.85382,213.55406,252.65933,559.57336,356.8372,142.33287,97.48508,130.5505,275.76007,227.41216,350.36758,596.5109
30/09/2013,4,128.82141,116.51698,107.79159,108.97072,378.73032,271.10907,161.7896,158.34067,143.18697,295.61765,169.73788,228.3877,284.74112
31/10/2013,1,52.02326,47.112286,49.761616,57.024483,110.59392,77.16154,19.37917,9.756061,8.795495,46.454388,23.689234,137.62831,170.79704
30/11/2013,0,0.041361216,0.22484684,0.5914465,0.24392301,4.0414,2.5706167,0.43533927,0.9995596,0.9889766,1.9651166,0.23815726,2.535889,2.1732383
31/12/2013,0,0.8976766,0.9705645,0.63255644,0.7664994,0.020751668,0.8353162,0.19314426,0.59051985,0.81197786,0.010347268,1.3137558,0.34926748,0.53591675
